Gloss,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
ns-nat-JAPAN,,,,,,,,,,,,,,,,,,,
ns-nat-JERUSALEM,,,,,,,,,,,,,,,,,,,
ns-nat-JORDAN,,,,,,,,,,,,,,,,,,,
ns-nat-KOREA,,,,,,,,,,,,,,,,,,,
ns-nat-LEBANON,,,,,,,,,,,,,,,,,,,
ns-nat-MALAYSIA,,,,,,,,,,,,,,,,,,,
ns-nat-MEXICO,,,,,,,,,,,,,,,,,,,
ns-nat-MILAN,,,,,,,,,,,,,,,,,,,
ns-nat-NETHERLANDS,,,,,,,,,,,,,,,,,,,
ns-nat-PAKISTAN,,,,,,,,,,,,,,,,,,,
ns-nat-POLAND,,,,,,,,,,,,,,,,,,,
ns-nat-RUSSIA,,,,,,,,,,,,,,,,,,,
ns-nat-SHANGHAI,,,,,,,,,,,,,,,,,,,
ns-nat-SPAIN,,,,,,,,,,,,,,,,,,,
ns-nat-SRI-LANKA,,,,,,,,,,,,,,,,,,,
ns-nat-THAILAND,,,,,,,,,,,,,,,,,,,
ns-nat-TRINIDAD-AND-TOBAGO,,,,,,,,,,,,,,,,,,,
